freq_1	freq_2	freq_3	freq_4	freq_5	freq_6	freq_7	freq_8	freq_9	freq_10	freq_11	freq_12	freq_13	freq_14	freq_15	freq_16	freq_17	freq_18	freq_19
cclabs	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
cd	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0
cds	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
cen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
centerresearch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ces	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cess	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cgi	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ch	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chair	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
challe	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
challenges	2	2	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chances	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
change	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
changed	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
changes	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chapter	5	5	5	5	0	0	5	0	0	0	0	0	0	3	0	0	1	0	0
chapters	3	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
character	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
characters	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
cheating	3	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
check	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
china	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
choice	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
christos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cient	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
cin	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
cinema	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
citation	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
citations	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ckaging	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
class	5	5	5	5	2	0	5	4	4	0	0	0	1	0	1	0	0	0	0
classes	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
classic	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
classical	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
classification	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
clear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
clearer	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
clearly	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
client	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
clojure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
closed	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
closely	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
closer	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
closest	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
closure	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
clustering	2	2	2	2	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0
clusters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
code	4	4	4	4	0	0	4	11	4	0	1	1	1	0	1	1	1	2	0
coding	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
collected	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
collection	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
collections	2	2	2	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
columbia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
com	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	4	1
combination	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
combine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
combined	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
combines	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
come	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
comes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
command	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
commands	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
comment	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
comments	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	1	0	0
commercial	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
common	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0
commoner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
communicated	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
communication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
communicationsof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
comp	2	2	2	2	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0
companies	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
company	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
compared	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
competitions	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
compiled	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
complements	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
completely	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
completing	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
complex	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
complexity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
compliant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
components	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
composing	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
comprehend	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
compressed	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
computa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
computation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
computational	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
computations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
compute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
computed	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
computer	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0
computing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
concatenation	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
concepts	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
conceptually	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
concerned	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
condition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
conduct	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
confidence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
confirm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
confusion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
congress	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
connected	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
consider	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
consist	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
consistent	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
consists	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
consonant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
conspire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
constants	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
constraints	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
constructs	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
consulted	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cont	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
contact	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
contain	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0
containing	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
contains	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
content	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
contents	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
context	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
contiguity	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
contiguous	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
continued	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
continuum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
contribute	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
contributing	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
contributions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
contributor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
contributors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
control	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
conventions	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
conversations	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
converted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
cope	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
copies	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
coping	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
cores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
cornell	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
corpora	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
corporate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
corpus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
correct	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
correctly	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
correctness	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
corresponding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cost	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
cou	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
could	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
count	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
counter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
counterproductive	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
counting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
counts	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
cour	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
course	11	11	11	11	5	0	11	1	2	0	0	5	1	0	0	0	1	0	0
courses	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
courtesy	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cout	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
cover	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	0
covered	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
crapped	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
craps	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
crawled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
credit	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cross	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
crude	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cruder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cs	1	1	1	1	2	0	1	0	2	2	0	0	0	1	0	0	0	0	1
cse	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
csharp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
curly	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
current	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
currently	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
cut	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
d	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
dale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
daniel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
darpa	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
data	1	1	1	1	1	0	1	0	2	7	0	1	0	4	0	1	0	8	0
database	1	1	1	1	1	0	1	0	0	5	0	0	0	3	0	0	0	0	0
databases	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0
datasets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
datastructures	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
date	0	0	0	0	0	1	0	1	4	0	2	0	2	1	2	2	0	0	0
dave	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
day	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0
days	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0
deal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
dean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
debug	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
dec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
decide	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
declared	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
decompose	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
decomposition	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
default	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
define	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
defined	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
defines	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
definition	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
definitive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
defunct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
degree	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
deletions	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
delhi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
delicate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
delphi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
demokritos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
demonstrate	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
department	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
departmentofmathematicsandcomputerscience	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dependenttechniquessueredunderthe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
depth	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
derived	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
derives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
describ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
describe	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0
describes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
describing	1	1	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
description	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
design	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0
designed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
desire	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
despite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
destination	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
detailed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
details	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
determinetheimportanceofawebpageintermsofthe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
determining	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
detrimental	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
development	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
developments	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dh	3	3	3	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
dhaval	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
dialog	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
diate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
did	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
differ	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
difference	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
differences	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0
different	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0
difficult	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
digital	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
digits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
dima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
direct	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
directed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
directions	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
directly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
directory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
disambiguation	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
disciplinary	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
discipline	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
discourse	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
discretion	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
discuss	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
discussed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
discusses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
disk	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
disks	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
display	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
displays	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
distance	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0
distinct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
distri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
distribute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
distributed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
distribution	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
dmitry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
do	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	2	0	0
docs	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
document	0	0	0	0	0	3	0	0	0	12	1	1	1	3	1	1	0	0	0
documentation	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
documents	1	1	1	1	1	0	1	0	2	14	0	0	0	11	3	3	0	3	0
does	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
doesn	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
doing	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
don	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
done	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
door	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dos	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
dotheclock	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
double	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
downloadable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
dr	2	2	2	2	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0
drives	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
drucker	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
due	1	1	1	1	0	0	1	0	2	0	2	0	2	0	2	2	0	0	0
dunn	1	1	1	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
duplicates	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
during	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
dvd	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dvds	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dynamic	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1
e	2	2	2	2	4	0	2	3	2	0	1	0	1	32	1	1	2	0	0
each	1	1	1	1	0	0	1	10	4	0	1	0	2	3	3	1	0	2	0
earlier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
earlysearchenginesrankedresponsesusingonlya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
earn	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
earth	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
easier	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
easily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
easy	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
eating	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
eclectically	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
econometrics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
edit	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
edition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
edu	3	3	3	3	2	0	3	1	6	2	1	4	1	2	1	1	0	0	0
education	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
effective	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
effectively	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
effectiveness	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
effi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
efficient	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
efficiently	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
effort	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
either	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
electronic	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
electronically	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
element	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
elementary	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elements	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eliminated	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
else	1	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0
email	1	1	1	1	0	0	1	0	2	0	1	0	1	0	1	1	1	0	0
